Key,Officer,Received,Completed,Company,Address,PostalCode,City,SHO Decision,Final Decision (Director's Decision),Worker's Stated Safety Concern,Appeal Status,Number of Business Days,Number of Days to Close,Notes,DayOfWeekRCVD,DayOfWeekCompleted,MatchedCompNameCommon,MatchedCompNameLegal,MatchedCompNameAlias,MatchedAddress,MatchedPostalCode,MatchedCity,MatchedProvince,MatchedContact,MatchedCompNameCommon2,MatchedCompNameLegal2,MatchedCompNameAlias2,MatchedAddress2,MatchedPostalCode2,MatchedCity2,MatchedProvince2,MatchedContact2,MatchedCompNameCommon3,MatchedCompNameLegal3,MatchedCompNameAlias3,MatchedAddress3,MatchedPostalCode3,MatchedCity3,MatchedProvince3,MatchedContact3,MatchedCompNameCommon4,MatchedCompNameLegal4,MatchedCompNameAlias4,MatchedAddress4,MatchedPostalCode4,MatchedCity4,MatchedProvince4,MatchedContact4,MatchedCompNameCommon5,MatchedCompNameLegal5,MatchedCompNameAlias5,MatchedAddress5,MatchedPostalCode5,MatchedCity5,MatchedProvince5,MatchedContact5
326,Paul Martins,2019-07-26,2019-08-26,Market Force Information Inc.,185 Stradbrook Ave,R3L 0J4,Winnipeg,No DA,No DA,Ceiling Tiles,,22.0,31,,,,Market Force Information Inc.,,,185 Stradbrook Ave,R3L 0J4,Winnipeg,MB,Yvonne Janzen (Director of Client Services),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Paul Martins,2019-07-31,2019-09-26,Norshel Residential Care,,,,DA,,Harassment,,42.0,57,,,,Norshel Residential Inc.,,,1258 Chancellor Drive,R3T 4H9,Winnipeg,MB,Lesley Heber,Progressive Care Residential Services Inc,,,1100 Concordia Ave Suite 202,R2K 4B8,Winnipeg,MB,"Dan James, Coordinator",,,,,,,,,,,,,,,,,,,,,,,,
328,Paul Martins,2019-08-14,2019-11-05,Life Time Home Care,,,,No DA,No DA,Violence and Harassment,,60.0,83,,,,Lifetime Home Care Inc,Lifetime Home Care Inc,,,,,MB,,Heritage Life Personal Care Home,,,100 A Heritage Trail,R0A 0A1,Niverville,MB,,Niverville Heritage Centre,,Heritage Life Personal Care Home,,,,MB,,,,,,,,,,,,,,,,,
329,Paul Martins,2019-08-19,2019-09-05,McDonald's Restaurants - Grant Avenue,,,,Closed,Closed,Failure to Accommodate,,14.0,17,,,,Grant Industries Ltd,,,153 Mountain St N,R6M 1G4,Morden,MB,Scott Walter,McDonald's,,,,,,MB,,McDonald's Restaurants of Canada Limited,McDonald's Restaurants of Canada Limited,,4400 Still Creek Drive,V5C 6C6,Burnaby,MB,Steve Francis,McDonald's Restaurants of Canada Limited,McDonald's Restaurants of Canada Limited,,4400 Still Creek Drive,V5C 6C6,Burnaby,MB,Steve Francis,Chew Restaurants /,Chew Catering Inc.,,,,,MB,
330,Darcel Lecocq,2019-08-22,2019-09-11,Maq Distributors Ltd. ,,,,Closed,Closed,"Poor Lighting, Ventiliation",,15.0,20,,,,Delta Cleaners,EN Distributors Incorporated,,6650 Roblin Blvd,R3T 1Z9,Winnipeg,MB,Emad Bisharat,Pal Distributors Inc,2936501 Manitoba Ltd,Foampak,C 1901 Logan Ave,R2R 0H6,Winnipeg,MB,Jack McLaughlin,Norcen Distributors,,,7727 Wilkes Ave,R4H 1B8,Winnipeg,MB,keith.norcen@mts.net,NATCO Manufacturing Ltd,,Natco Manufacturers and Distributors Ltd,56 Paramount Road,R2X 2W3,Winnipeg,MB,Mike Topolnitsky,Northcan Distributors,,,1725 A Inkster Blvd,R2X 1R3,Winnipeg,MB,Dave Arbour/Darlene Dowsett
331,Tim Maughan,2019-08-23,2019-09-25,City of Winnipeg PR 207,,,,DA,No Da,De-Energizing Equipment,,24.0,33,,,,City of Winnipeg,,,510 Main St,R3B 1B9,Winnipeg,MB,,City of Winnipeg,,,360 Main St Suite 330,R3C 3Z3,Winnipeg,MB,,City of Winnipeg,,,510 Main St,R3B 1B9,Winnipeg,MB,,Winnipeg Enterprises Corporation,,Select A Seat,1430 Maroons Road,R3G 0L5,Winnipeg,MB,,City of Winnipeg - Transit,,,510 Main St,R3B 1B9,Winnipeg,MB,
332,Darcel Lecocq,2019-08-26,2019-10-01,International Alliance Of Theatre Stage Employees Etc,,R3C 2H6,Winnipeg,DA,Closed,Raising Safety Concerns,Appealed at Director Level - Order rescinded,27.0,36,,,,International Alliance Of Theatre Stage Employees Etc,,,,R3C 2H6,Winnipeg,MB,,Alliance International Corp,,,1415 Mountain Ave,R2X 2Y9,Winnipeg,MB,,,,,,,,,,,,,,,,,,,,,,,,,
333,Darcel Lecocq,2019-08-28,2019-09-24,K & D Transitions,,,,Closed,Closed,Bullying,,20.0,27,,,,D&D Group Ltd.,,,2853 Gateway Road,R2E 0J6,Winnipeg,MB,,D&D Electronics,,D&D&K Ltd.,237 Tulip Street,R6M 1H8,Morden,MB,Dianne Lambert,"Options, Pathways & Transitions Inc",,,99 Springside Drive,R2M 5A7,Winnipeg,MB,Kelly Bennett,R & D Enterprises,,,,R0L 1X0,Sifton,MB,R Mullen & D Standrick,K & L Services,,Ed's Tire Service,,,,MB,Geoff Richardson
334,Tom Levich,2019-08-28,2019-09-04,R3 Innovations Inc. ,,,,Closed,Closed,Chemicals  ,,6.0,7,,,,W&L Custom Home Innovations,,,,,,MB,,W&L Custom Home Innovations,,,,,,MB,,Heating Innovations,Heat Innovations Inc.,,499 Manitoba Road,R6W 4B1,Winkler,MB,Peter Dyck,Heat Innovations Inc,3267629 Manitoba Ltd,,499 Manitoba Road,R6W 4B1,Winkler,MB,Tara/Ken,Fitness Equipment Innovations Inc.,,,,,,MB,
335,Darcel Lecocq,2019-08-29,2019-11-18,Nelson River Construction Inc,101 Dawson Road,R2J 0S6,Winnipeg,DA,No DA,Raising Safety Issues,Appealed at Director Level - Overturned,58.0,81,,,,AB Construction,,,,R0J 0N0,Elphinstone,MB,Barry Tocher,Nelson River Construction Inc,,,101 Dawson Road,R2J 0S6,Winnipeg,MB,"Jim or Wendy Jenzen or Ray Bissonnette (Safety, Health & Risk Manager)",D-Co Construction,,,,,,MB,,C.S.A. Construction,,,SE 6 12 13,,Austin,MB,Steven Penner,D-Co Construction,,,,,,MB,
336,Paul Martins,2019-09-03,2019-09-16,Centennial Gravel and Excavating Ltd. ,,,,Closed,Closed,Violence and Harassment,,10.0,13,,,,Centennial Gravel & Excavating Ltd,,,"River lot 4, PR 210",R0A 0T0,Ile Des Chenes,MB,Bernie Petit,D & D Excavating Ltd.,,,,,,MB,,D & D Excavating Ltd,,,3908 Andrews Road,R2E 1CH,Winnipeg,MB,,A+ Excavating,,,863 Dugald Road,R2J 0G7,Winnipeg,MB,,J & R Excavating Ltd,,,2021 9th St,R7A 7S3,Brandon,MB,Jason Hayden
337,Darcel Lecocq,2019-09-06,2019-11-27,Curtis Gordon Motor Hotel,1011 Henderson Hwy,R2K 2M2,Winnipeg,Closed,Closed,Harassment,,59.0,82,,,,Curtis Gordon Motor Hotel,Gordon Hotels & Motor Inns Ltd,,1011 Henderson Hwy,R2K 2M2,Winnipeg,MB,Scott Jocelyn,Montcalm Motor Hotel,3358225 MB Ltd,The Gordon Hotel & Motor Inn Ltd.,1011 Henderson Hwy,R2K 2M2,Winnipeg,MB,Lori Douglas,Downtowner Motor Hotel,Gordon Downtowner Motor Hotel,,330 Kennedy St,R3B 2M6,Winnipeg,MB,"Mr. Toby Lavialetter, General Manager",Hostelling International Canada Manitoba,Gordon Downtowner Motor Hotel,,330 Kennedy St,R3B 2M6,Winnipeg,MB,"Dylan Rutherford, General Manager",,,,,,,,
338,Tom Levich,2019-09-09,2019-10-15,Killarney Dental,,,,Closed,Closed,Improper Sterilization,,27.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Paul Martins,2019-09-12,2019-10-31,Interlake Salvage & Recycling Inc,47 Patterson Drive,R0C 2Z0,Stonewall,No DA,No DA,Gravel Equipment,,36.0,49,,,,Interlake Enterprises,,,1530 Bignell Ave,R9A 1R2,The Pas,MB,Wade & Val Taylor,Interlake Salvage & Recycling Inc,,,47 Patterson Drive,R0C 2Z0,Stonewall,MB,Michael Clarke (Owner) or James Clarke (VP),J & L Recycling Ltd,,,,,,MB,,B & H Salvage Inc,,,123 Ryan St,R2R 0N9,Winnipeg,MB,,G & L Salvage,,,77122 St Peters Road,,East Selkirk,MB,Garry Burzuik
340,Paul Martins,2019-09-13,2019-10-31,Buffie Co. Salon and Spa,,,,No DA,DA,Harassment,"Appealed at Director Level - Overturned, Apprealed at MLB",35.0,48,,,,Buffie Co Salon Spa,,,2539 Main St Suite 8,R2V 4G4,Winnipeg,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Darcel Lecocq,2019-09-19,2019-10-18,Globeland Construction Ltd,,,,Closed,Closed,Right to Refuse,,22.0,29,,,,Globeland Construction Ltd,,,,,,MB,,AB Construction,,,,R0J 0N0,Elphinstone,MB,Barry Tocher,D-Co Construction,,,,,,MB,,D-Co Construction,,,,,,MB,,C.S.A. Construction,,,SE 6 12 13,,Austin,MB,Steven Penner
342,Tim Maughan,2019-09-26,2019-09-30,Volcom,,,,Closed,Closed,Harassment,,3.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Paul Martins,2019-10-03,2019-11-06,Impact Security Group Inc,456 Main St Suite 3rd floor,R3C 0B9,Winnipeg,Closed,Closed,Raising Safety Concerns,,25.0,34,,,,Impact Security Group Inc,,,456 Main St Suite 3rd floor,R3C 0B9,Winnipeg,MB,Adam Garrett,AC Security Inc.,,,,,,MB,,DA Security Services,,,43 Schantz St,R6W 1K6,Winkler,MB,Dennis Whitman,SK Security Services,5126614 Manitoba Inc,,857 Sargent Ave Suite 2,R3E 0B8,Winnipeg,MB,Steve Khalel Owner.,494 Security Services,,,1874 Portage Ave,R3J 0H2,Winnipeg,MB,Rick Lord
344,Darcel Lecocq,2019-10-04,2019-10-22,Norshel Residential Care,,,,Closed,Closed,Safe Work Procedures,,13.0,18,,,,Norshel Residential Inc.,,,1258 Chancellor Drive,R3T 4H9,Winnipeg,MB,Lesley Heber,Progressive Care Residential Services Inc,,,1100 Concordia Ave Suite 202,R2K 4B8,Winnipeg,MB,"Dan James, Coordinator",,,,,,,,,,,,,,,,,,,,,,,,
345,Paul Martins,2019-10-07,2019-11-28,Penfor Construction 2015 Ltd,10 Elm St,R0A 0C0,Blumenort,DA,,Harassment,Appealed at Director Level,39.0,52,,,,Penfor Construction 2015 Ltd,,,10 Elm St,R0A 0C0,Blumenort,MB,Mitch Bourcier,AB Construction,,,,R0J 0N0,Elphinstone,MB,Barry Tocher,D-Co Construction,,,,,,MB,,D-Co Construction,,,,,,MB,,C.S.A. Construction,,,SE 6 12 13,,Austin,MB,Steven Penner
346,Tom Levich,2019-10-10,2019-11-01,Motor Coach Industries Ltd.,1499 Clarence Ave,R3T 1T5,Winnipeg,DA,No DA,Air Quality ,"Appealed at Director Level - Set Aside, Appealed to MLB",17.0,22,,,,Motor Coach Industries Ltd.,,,1499 Clarence Ave,R3T 1T5,Winnipeg,MB,Joe Martel (Safety Coordinator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Paul Martins,2019-10-10,2019-11-15,Motor Coach Industries Ltd.,1499 Clarence Ave,R3T 1T5,Winnipeg,DA,No DA,Ergonomics,Appealed at Director Level - Overturned,27.0,36,,,,Motor Coach Industries Ltd.,,,1499 Clarence Ave,R3T 1T5,Winnipeg,MB,Joe Martel (Safety Coordinator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Troy Steeves,2019-10-21,2019-11-14,MB Liquor and Lotteries - Warehouse - 15 4,,,,Closed,Closed,Harassment,,19.0,24,,,,Warehouse One Ltd,,,1680 Notre Dame Ave,R3H 1H6,Winnipeg,MB,Misty Fraser,Computer Distributors Of Canada,2738342 Manitoba Ltd,CDC Warehouse,1760 Sargent,R3H 0C6,Winnipeg,MB,Tony Batista,Manitoba Liquor & Lotteries,Manitoba Liquor & Lotteries,,1555 Buffalo Place,R3C 2X1,Winnipeg,MB,,,,,,,,,,,,,,,,,
349,Tim Maughan,2019-11-05,2019-12-06,Herd North America,2168 Springfield Road,R2C 2Z2,Winnipeg,No DA,Closed,Harassment,MLB Appeal Withdrawn,24.0,31,,,,Herd North America,,,2168 Springfield Road,R2C 2Z2,Winnipeg,MB,Dave Gata (Director of Operations),Skid Steer Doors of North America,,,415 Wescana St,R4J 1B6,Headingley,MB,Rob Kuziw,Skid Steer Doors of North America,,,415 Wescana St,R4J 1B6,Headingley,MB,Rob Kuziw,North America Construction,,,,,,MB,,Winkler Rubber Products Limited Partnership,Tire Recycling Corporation; Tire Recycling Corporation of North America Inc,Continental Rubber,1450 Dublin Ave,R3C 2K1,Winnipeg,MB,Brandi Wermie
350,Tom Levich,2019-11-06,2019-11-20,Canadian Kraft Paper Mill,,,,No DA,No DA,Right to Refuse,,11.0,14,,,,Canadian Kraft Papers Industries Limited,,,3000 28th St,V1T 6M1,Vernon,BC,Andre Murphy (GM),Canadian Kraft Papers Industries Limited,,,3000 28th St,V1T 6M1,Vernon,BC,Andre Murphy (GM),Canadian Inn Ltd,,,Box 484,R7A 5Z4,Brandon,MB,,,,,,,,,,,,,,,,,
351,Tim Maughan,2019-11-08,2020-01-21,Sunrise School Division 189,,,,No DA,DA,Raising Safety Concerns,Director Overturned SHO Decision,53.0,74,,,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",,,,MB,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",851 Cedar Ave,R0E 1J0,Oak Bank,MB,Rob Beal,,,,,,,,,,,,,,,,,,,,,,,,
352,Tim Maughan,2019-11-12,2020-01-06,Changes Supported Living Services Inc,949 Portage Ave,R3G 0B5,Winnipeg,DA ,DA,Raising Safety Concerns,,40.0,55,,,,Changes Supported Living Services Inc,,Changes,949 Portage Ave,R3G 0B5,Winnipeg,MB,Dave Hebert (Executive Director),K&D Independent and Supported Living Services Ltd,K&D Independent and Supported Living Services Ltd,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,
353,Tim Maughan,2019-11-12,2020-01-21,Sunrise School Division 189,,,,No DA,DA,Harassment,Director Overturned SHO Decision,51.0,70,,,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",,,,MB,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",851 Cedar Ave,R0E 1J0,Oak Bank,MB,Rob Beal,,,,,,,,,,,,,,,,,,,,,,,,
355,Darcel Lecocq,2019-11-15,2019-11-27,The Nook,43 Sherbrook St,R3C 2B1,Winnipeg,Closed,Closed,Harassment,,9.0,12,,,,The Nook & Cranny Eatery & Bar,,,,,,MB,,The Nook,,,43 Sherbrook St,R3C 2B1,Winnipeg,MB,Greg Parasidis,,,,,,,,,,,,,,,,,,,,,,,,
354,Paul Martins,2019-11-15,2020-01-28,Erosion Control Blankets,,,,DA,DA,Air Quality,,53.0,74,,,,Erosion Control Blanket,,,104 Trottier Bay,R3T 3Y5,Winnipeg,MB,Ralf Mlenke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Troy Steeves,2019-11-18,2020-01-06,Thompson Golf Club,,,,No DA,No DA,Harassment,,36.0,49,,,,Thompson Golf Club,Thompson Golf Club,,,,,MB,,Boys and Girls Club Inc of Thompson,Big Brothers & Sisters Association Of Thompson,,74 Cree Road Suite 207,R8N 0B8,Thompson,MB,Melissa,Thompson Inn,3046648 Manitoba Ltd,,1 Public Road,R8N 0M3,Thompson,MB,,,,,,,,,,,,,,,,,
357,Tim Maughan,2019-11-21,2019-11-25,Agrocorp Processing Ltd.,,,,Closed,Closed,Harassment,,3.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Paul Martins,2019-11-22,2020-01-31,Forensic Psychological Services (FPS),,,,No DA,No DA,Discarding Syringes,,51.0,70,,,,Forensic Psychological Services (FPS),,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Tim Maughan,2019-11-25,2020-01-29,Macdonald Youth Services,175 Mayfair Ave,R3L 0A1,Winnipeg,No DA,No DA,Harassment,,48.0,65,,,,Macdonald Youth Services,,,175 Mayfair Ave,R3L 0A1,Winnipeg,MB,Jennifer Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Paul Martins,2019-11-26,2019-12-11,Jeld-Wen Windows and Doors,550 Munroe Ave,R2L 2A5,Winnipeg,Closed,Closed,Harassment,,12.0,15,,,,Jeld-Wen Windows and Doors,Jeld-Wen of Canada Ltd,Willmar Window Incorporated,550 Munroe Ave,R2L 2A5,Winnipeg,MB,Paul Krueger - HR Mgr,KSI Windows and Doors,,,318 Regent Ave,R2C 0C5,Winnipeg,MB,,Best Windows & Doors Inc,,,1676 St James St,R3G 2T6,Winnipeg,MB,Ron Anderson,J E H Windows & Doors Ltd,,,547 Jarvis Ave,R2W 3B2,Winnipeg,MB,Joe Herszkop,Jorci Windows and Doors,,,1049 Landsdowne Ave,R2X 1S2,Winnipeg,MB,David Laudato
360,Darcel Lecocq,2019-11-26,2020-04-22,Green Brier Inn Winnipeg Inc,1611 Main St,R2V 1Y6,Winnipeg,Closed,Closed,Harassment,,107.0,148,,,,Winnipeg Enterprises Corporation,,Select A Seat,1430 Maroons Road,R3G 0L5,Winnipeg,MB,,Green Brier Inn Winnipeg Inc,,,1611 Main St,R2V 1Y6,Winnipeg,MB,Wayne Soryth,ABB Winnipeg,,Asea Brown Boveri Inc,,K2C 3P9,Ottawa,ON,,Winnipeg Sun,Sanford Evans Communications,,1700 Church Ave,R2X 3A2,Winnipeg,MB,Gordon Norrie,DTZ Winnipeg Ltd,,DTZ,,,,MB,
362,Tim Maughan,2019-11-27,2020-01-06,City of Winnipeg - Community Services,,,,No DA,,Harassment,Referred to MLB,29.0,40,,,,Winnipeg Enterprises Corporation,,Select A Seat,1430 Maroons Road,R3G 0L5,Winnipeg,MB,,City of Winnipeg,,,510 Main St,R3B 1B9,Winnipeg,MB,,City of Winnipeg,,,510 Main St,R3B 1B9,Winnipeg,MB,,City of Winnipeg,,,360 Main St Suite 330,R3C 3Z3,Winnipeg,MB,,CEDA - Pathways  / Stella Ministry,Community Education Development Association of Winnipeg Inc.,,470 Stella Ave,R2W 2V1,Winnipeg,MB,Muriel Lamy
363,Paul Martins,2019-11-29,2020-02-19,Best Western Plus - Winnipeg Airport,1715 Wellington Ave,R3H 0G1,Winnipeg,No DA,No DA,Violence,,59.0,82,,,,Best Western Plus - Winnipeg Airport,,Greenwood Inn & Suites,1715 Wellington Ave,R3H 0G1,Winnipeg,MB,,Winnipeg Enterprises Corporation,,Select A Seat,1430 Maroons Road,R3G 0L5,Winnipeg,MB,,Western Global,,,,,,MB,,BEST WESTERN Plus Winnipeg West,,,,,,MB,,Best Western Plus Downtown Winnipeg,1379025 Ontario Limited,Charterhouse Hotel,330 York Ave,R3C 0N9,Winnipeg,MB,Emy Lique
364,Troy Steeves,2019-12-04,2019-12-16,Unity Trust Box,,,,Closed,Closed,Raising Safety Concerns,,9.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Troy Steeves,2019-12-11,2019-12-17,ASAP Security,8160 Parkhill Drive,L9T 5V7,Toronto,Closed,Closed,Personal Hygiene,,5.0,6,,,,ASAP Security,ASAP Secured LTD.,,8160 Parkhill Drive,L9T 5V7,Toronto,ON,Dave MatticeTod CopperDcopper@asapsecured.com,Cash Security Services Ltd,,,1153 Sanford St,R3E 2Z9,Winnipeg,MB,NOT AVAILABLE/DIANE DARILIN,DA Security Services,,,43 Schantz St,R6W 1K6,Winkler,MB,Dennis Whitman,SK Security Services,5126614 Manitoba Inc,,857 Sargent Ave Suite 2,R3E 0B8,Winnipeg,MB,Steve Khalel Owner.,AC Security Inc.,,,,,,MB,
366,Paul Martins,2019-12-12,2020-01-22,Crown Pipeline Ltd.,,,,No DA,,Harassment,Appealed at Director Level ,30.0,41,,,,Crown Pipeline Ltd.,Crown Pipeline Ltd.,,,,,MB,Lindsay Walker,Macro Pipelines Inc.,Macro Pipelines Inc.,North American Pipe Line Inc,7904 101 st Ave,V1J 2A3,Fort St. John,BC,Jada Rogers,,,,,,,,,,,,,,,,,,,,,,,,
367,Tim Maughan,2019-12-12,2020-01-16,K & D Independent and Supported Living,,,,Closed,Closed,Violence,,26.0,35,,,,K&D Independent and Supported Living Services Ltd,K&D Independent and Supported Living Services Ltd,,,,,MB,,D&D Group Ltd.,,,2853 Gateway Road,R2E 0J6,Winnipeg,MB,,D&D Electronics,,D&D&K Ltd.,237 Tulip Street,R6M 1H8,Morden,MB,Dianne Lambert,R & D Enterprises,,,,R0L 1X0,Sifton,MB,R Mullen & D Standrick,D & M Enterprises,3495991 Manitoba Inc,,,,,MB,
368,Tim Maughan,2019-12-19,2020-02-03,ASH Management,233 Portage Ave Suite 100,R3B 2A7,Winnipeg,No DA,No DA,Harassment,,33.0,46,,,,ASH Management,A.S.H. Management Group Inc.,,233 Portage Ave Suite 100,R3B 2A7,Winnipeg,MB,Deanna Orlowski,ASH Management,A.S.H. Management Group Inc.,,233 Portage Ave Suite 100,R3B 2A7,Winnipeg,MB,Deanna Orlowski,S.A.M. (Management) Inc.,,,425 Elgin Ave,,Winnipeg,MB,Kevin Tousignant (Director),S. A. M. (Management) Inc.,S. A. M. (Management) Inc.,,,,,MB,,SAM Management Inc.,,,,,,MB,
369,Tim Maughan,2020-01-06,2020-01-07,Pembina Medical Clinic,,,,Closed,Closed,Harassment,,2.0,1,,,,GEM Clinic Medical Corporation,,,,,,MB,,Leila Medical Clinic,,,630 Leila Ave,R2V 3N7,Winnipeg,MB,,Marion Medical Center,,Marion Medical Clinic,172 Marion St,,Winnipeg,MB,Dr Sharon Frechette - 219-5516;Dr Marc Frechette - 221-4489,Birtle Medical Clinic,,,Box 460,R0M 0C0,Birtle,MB,,,,,,,,,
370,Tim Maughan,2020-01-20,2020-03-25,Lafarge Canada Inc,185 Dawson Road N,R2J 0S6,Winnipeg,No DA,Closed,Harassment,MLB Withdrawn,48.0,65,,,,Lafarge Canada Inc,,Supercrete Division,185 Dawson Road N,R2J 0S6,Winnipeg,MB,Doug Jones,Louisiana Pacific Canada Ltd,,LP Canada Ltd,SE 16-36-25 W,,Minitonas,MB,Shelby Robb,Lafarge Canada Inc,,,2395 Mcgillivray Blvd,R0G 0R0,Winnipeg,MB,Doug Chale,Lafarge Canada Inc,,,,K6V 5V2,Brockville,ON,,Canada Life,,,,,,MB,
371,Tim Maughan,2020-01-24,2020-01-30,Metal Depot Ltd,214 De Baets St Suite 1,R2J 3W6,Winnipeg,Closed,Closed,Harassment,,5.0,6,,,,Metal Depot Ltd,,,214 De Baets St Suite 1,R2J 3W6,Winnipeg,MB,Nadine Speirs,Metal Depot Ltd,,,214 De Baets St Suite 1,R2J 3W6,Winnipeg,MB,Nadine Speirs,,,,,,,,,,,,,,,,,,,,,,,,
372,Tim Maughan,2020-01-30,2020-02-25,Progressive Machine and Mechanical Service Ltd. ,,,,No DA,No DA,Harassment,,19.0,26,,,,Global Mechanical Ltd,Global Mechanical Ltd,Global Refrigeration & Mechanical Inc,43 Burnett Ave N,R2G 1C2,Winnipeg,MB,Malcolm Crooks,Progressive Machine & Mechanical Service Ltd,,,617 Washington Ave,R2K 1M4,Winnipeg,MB,Eric Bielicki,Progressive Machine & Mechanical Service Ltd.,,,617 Washington Ave,R2K 1M4,Winnipeg,MB,Eric Bielicki,R & R Mechanical,,,,R0A 0Y0,Lorette,MB,Justin Habing & Rusty Radley -Owners,A & J Mechanical,,,,,,MB,
375,Tim Maughan,2020-02-05,2020-04-27,Shawenim Abinoojii Inc.,,,,DA,DA,Harassment,,59.0,82,,,,Shawenim Abinoojii Inc.,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Darcel Lecocq,2020-02-05,2020-02-26,Boeing Canada Operations Ltd/Boeing Canada Winnipeg,99 Murray Park Road,R3J 3M6,Winnipeg,Closed,Closed,Harassment,,16.0,21,,,,Boeing Canada Operations Ltd/Boeing Canada Winnipeg,Boeing Canada Operations Ltd,"Boeing Canada Winnipeg (This is the company common name on the WCB spreadsheet), Boeing Canada Technology Ltd or A Division of Boeing Canada Ltd",99 Murray Park Road,R3J 3M6,Winnipeg,MB,Tracy Chaboyer,Winnipeg Enterprises Corporation,,Select A Seat,1430 Maroons Road,R3G 0L5,Winnipeg,MB,,Louisiana Pacific Canada Ltd,,LP Canada Ltd,SE 16-36-25 W,,Minitonas,MB,Shelby Robb,Dufresne Furniture and Appliance,DFA Operations Inc,2945313 Manitoba Ltd,116 Nature Park Way,R3P 0X8,Winnipeg,MB,Cathy Sinclair,Capote Productions (Manitoba) Inc,EP Canada Inc,,351 Bewicke Ave,V7M 3E9,North Vancouver,BC,Ms. Pushpa Chopra
374,Darcel Lecocq,2020-02-05,2020-05-06,L.A. Quality Products Ltd.,,,,No DA,,Assault,,66.0,91,,,,L.A. Quality Products Ltd.,,,,,,MB,,A L Group,,,570 Centennial St,R6W 4A5,Winkler,MB,,ABT Products Inc,ABT Product Inc,,1020 Logan Ave,R3E 1P4,Winnipeg,MB,,,,,,,,,,,,,,,,,
377,Tammis Bruccolieri,2020-02-12,2020-03-23,Capitol Steel Corporation,1355 Saskatchewan Ave,R3H 0Z4,Winnipeg,No DA,No DA,Power Mobile Equipment,,29.0,40,,,,Capitol Steel Corporation,Capitol Steel Corporation,Capitol Welding,1355 Saskatchewan Ave,R3H 0Z4,Winnipeg,MB,"Devin McManus or Lester Chisholm/ Al Williamson, SafetyTim Kitchur, Production Mgr.",K-Steel,,,224 Whitney St,R8A 0H9,Flin Flon,MB,Kim Horacks,Stella Capital,,,,,,MB,,Stella Capital,,Construction Division of Forthright Ventures,,,,MB,,,,,,,,,
376,Darcel Lecocq,2020-02-12,2020-05-14,Brake Mobile Wash,,,,DA,No DA,Raising Safety Concerns,Director Overturned ,67.0,92,,,,P F P Mobile Wash Inc,,,NW 28-7-6E,R5G 1M9,Steinbach,MB,John Dyck,J D Mobile Wash,,,19 Watt St,R2L 1R5,Winnipeg,MB,"Jerry Watson, Owner",Clearspring Hot Wash Ltd,,Mobile Hot Wash,270 Center Ave,R0A 0C0,Blumenort,MB,Harold Froese,B & L Mobile Brake Service Ltd,,,1963 Henderson Hwy,R2G 1P5,Winnipeg,MB,,,,,,,,,
378,Tim Maughan,2020-02-12,2020-04-15,Wostco Contractors Inc,40 Clear Springs Road,R5G 1V2,Steinbach,No DA,No DA,MSI,,46.0,63,,,,Wostco Contractors Inc,,,40 Clear Springs Road,R5G 1V2,Steinbach,MB,Rene Penner,TEJ Contractors,,Western Installations,,,,MB,,B W B Contractors Ltd,,,Box 3816 RR 2,T0E 2N0,Winterburn,AB,,Tekcon Contractors Inc,,,,S4P 3W7,Regina,SK,Doug Navitka,Bold Contractors Ltd,,,11 Yard St,R2W 5J6,Winnipeg,MB,
379,Tom Levich,2020-02-18,2020-03-12,Daughter on Call,,,,No DA,No DA,Harassment,,18.0,23,,,,Daughter on Call,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Tammis Bruccolieri,2020-02-18,2020-03-24,Wyatt Dowling Insurance Brokers,,,,Closed,Closed,Harassment,,26.0,35,,,,Wyatt Dowling Insurance Brokers,,,,,,MB,,Orion Insurance Brokers,,,630 Kildare Ave E Suite 5,R2C 0P8,Winnipeg,MB,Linda Normand,Guild Insurance Brokers Inc,,,,,,MB,,MIG Insurance Group,,,,,,MB,,SGI Insurance,,,93 Main St,R8A 1J9,Flin Flon,MB,Brent Lethbridge
